Time,PID,Name,CPU_Total,Memory_Used_GB,Disk_Read_MB,Disk_Write_MB
1749653127,3096,firefox,0.0,0.43498992919921875,270.03515625,49.63671875
1749653127,2330,gnome-shell,0.0,0.24557113647460938,3.73828125,0.02734375
1749653127,4385,python3,0.0,0.2079620361328125,1.3515625,0.03125
1749653127,3395,Isolated Web Co,0.0,0.16079330444335938,0.9140625,0.0
1749653127,3397,Isolated Web Co,0.0,0.14548110961914062,0.46484375,0.0
1749653128,3096,firefox,8.7,0.43518829345703125,0.0,0.0
1749653128,4385,python3,11.6,0.252105712890625,0.0,0.00390625
1749653128,2330,gnome-shell,2.9,0.24557113647460938,0.0,0.0
1749653128,3395,Isolated Web Co,0.0,0.16079330444335938,0.0,0.0
1749653128,3397,Isolated Web Co,0.0,0.14548110961914062,0.0,0.0
1749653129,3096,firefox,0.0,0.43518829345703125,0.0,0.0
1749653129,4385,python3,10.6,0.25860595703125,0.0,0.0
1749653129,2330,gnome-shell,0.0,0.24557113647460938,0.0,0.0
1749653129,3395,Isolated Web Co,0.0,0.16079330444335938,0.0,0.0
1749653129,3397,Isolated Web Co,0.0,0.14548110961914062,0.0,0.0
1749653130,3096,firefox,0.0,0.43518829345703125,0.0,0.0
1749653130,4385,python3,9.6,0.2625923156738281,0.0,0.0
1749653130,2330,gnome-shell,0.0,0.24557113647460938,0.0,0.0
1749653130,3395,Isolated Web Co,0.0,0.16079330444335938,0.0,0.0
1749653130,3397,Isolated Web Co,0.0,0.14548110961914062,0.0,0.0
1749653131,3096,firefox,0.0,0.43518829345703125,0.0,0.0
1749653131,4385,python3,10.6,0.2663917541503906,0.0,0.0
1749653131,2330,gnome-shell,0.0,0.24557113647460938,0.0,0.0
1749653131,3395,Isolated Web Co,0.0,0.16079330444335938,0.0,0.0
1749653131,3397,Isolated Web Co,0.0,0.14548110961914062,0.0,0.0
1749653132,3096,firefox,0.0,0.43518829345703125,0.0,0.0
1749653132,4385,python3,11.6,0.25608062744140625,0.0,0.0
1749653132,2330,gnome-shell,0.0,0.24557113647460938,0.0,0.0
1749653132,3395,Isolated Web Co,0.0,0.16079330444335938,0.0,0.0
1749653132,3397,Isolated Web Co,0.0,0.14548110961914062,0.0,0.0
1749653133,3096,firefox,0.0,0.43518829345703125,0.0,0.0
1749653133,4385,python3,9.6,0.24890899658203125,0.0,0.0
1749653133,2330,gnome-shell,0.0,0.24557113647460938,0.0,0.0
1749653133,3395,Isolated Web Co,0.0,0.16079330444335938,0.0,0.0
1749653133,3397,Isolated Web Co,0.0,0.14548110961914062,0.0,0.0
1749653134,3096,firefox,0.0,0.43518829345703125,0.0,0.0
1749653134,4385,python3,10.6,0.25948333740234375,0.0,0.0
1749653134,2330,gnome-shell,0.0,0.24557113647460938,0.0,0.0
1749653134,3395,Isolated Web Co,0.0,0.16079330444335938,0.0,0.0
1749653134,3397,Isolated Web Co,0.0,0.14548110961914062,0.0,0.0
1749653135,3096,firefox,0.0,0.43518829345703125,0.0,0.0
1749653135,4385,python3,9.6,0.26302337646484375,0.0,0.0
1749653135,2330,gnome-shell,0.0,0.24557113647460938,0.0,0.0
1749653135,3395,Isolated Web Co,0.0,0.16079330444335938,0.0,0.0
1749653135,3397,Isolated Web Co,0.0,0.14548110961914062,0.0,0.0
1749653136,3096,firefox,0.0,0.43518829345703125,0.0,0.0
1749653136,4385,python3,10.6,0.26668548583984375,0.0,0.0
1749653136,2330,gnome-shell,0.0,0.24557113647460938,0.0,0.0
1749653136,3395,Isolated Web Co,0.0,0.16079330444335938,0.0,0.0
1749653136,3397,Isolated Web Co,0.0,0.14548110961914062,0.0,0.0
1749653137,3096,firefox,1.0,0.43518829345703125,0.0,0.0
1749653137,4385,python3,8.7,0.25609588623046875,0.0,0.0
1749653137,2330,gnome-shell,1.0,0.24557113647460938,0.0,0.0
1749653137,3395,Isolated Web Co,0.0,0.16079330444335938,0.0,0.0
1749653137,3397,Isolated Web Co,0.0,0.14548110961914062,0.0,0.0
1749653138,3096,firefox,0.0,0.43518829345703125,0.0,0.0
1749653138,4385,python3,9.6,0.2634620666503906,0.0,0.0
1749653138,2330,gnome-shell,0.0,0.24557113647460938,0.0,0.0
1749653138,3395,Isolated Web Co,0.0,0.16079330444335938,0.0,0.0
1749653138,3397,Isolated Web Co,0.0,0.14548110961914062,0.0,0.0
1749653139,3096,firefox,0.0,0.43518829345703125,0.0,0.0
1749653139,4385,python3,8.7,0.2637062072753906,0.0,0.0
1749653139,2330,gnome-shell,0.0,0.24557113647460938,0.0,0.0
1749653139,3395,Isolated Web Co,0.0,0.16079330444335938,0.0,0.0
1749653139,3397,Isolated Web Co,0.0,0.14548110961914062,0.0,0.0
1749653140,3096,firefox,0.0,0.43518829345703125,0.0,0.0
1749653140,4385,python3,11.4,0.2637062072753906,0.0,0.0
1749653140,2330,gnome-shell,0.0,0.24557113647460938,0.0,0.0
1749653140,3395,Isolated Web Co,0.0,0.16079330444335938,0.0,0.0
1749653140,3397,Isolated Web Co,0.0,0.14548110961914062,0.0,0.0
1749653141,3096,firefox,0.0,0.43518829345703125,0.0,0.0
1749653141,4385,python3,9.6,0.2637062072753906,0.0,0.00390625
1749653141,2330,gnome-shell,0.0,0.24557113647460938,0.0,0.0
1749653141,3395,Isolated Web Co,0.0,0.16079330444335938,0.0,0.0
1749653141,3397,Isolated Web Co,0.0,0.14548110961914062,0.0,0.0
1749653142,3096,firefox,0.0,0.43518829345703125,0.0,0.0
1749653142,4385,python3,10.6,0.2637062072753906,0.0,0.0
1749653142,2330,gnome-shell,0.0,0.24557113647460938,0.0,0.0
1749653142,3395,Isolated Web Co,0.0,0.16079330444335938,0.0,0.0
1749653142,3397,Isolated Web Co,0.0,0.14548110961914062,0.0,0.0
1749653143,3096,firefox,0.0,0.43518829345703125,0.0,0.0
1749653143,4385,python3,9.6,0.2637062072753906,0.0,0.00390625
