Time,CPU_Total,Memory_Used_GB,Disk_Read_MB,Disk_Write_MB,Net_Sent_MB,Net_Recv_MB
1749674195,23.0,4.625511169433594,5.3359375,0.0,0.0,0.00011444091796875
1749674197,5.0,4.676456451416016,0.265625,0.3515625,0.0,0.0005121231079101562
1749674198,1.8,4.6884765625,0.0,0.0,0.0,0.00011444091796875
1749674199,1.8,4.681392669677734,0.0,0.0,0.0,0.00011444091796875
1749674200,0.8,4.680671691894531,0.0,0.0,0.0,0.0024738311767578125
1749674201,1.2,4.6778106689453125,0.0,0.4599609375,0.0,0.0002231597900390625
1749674202,1.0,4.677742004394531,0.0,0.015625,0.0,0.00034332275390625
1749674203,1.0,4.677162170410156,0.0,0.0,0.0,0.0003204345703125
1749674204,1.8,4.6761932373046875,0.0,0.0078125,7.152557373046875e-05,0.0001926422119140625
1749674205,2.0,4.676300048828125,0.0,0.03125,0.006012916564941406,0.0011768341064453125
1749674206,1.1,4.687477111816406,0.0,0.0,0.0,0.0005016326904296875
1749674207,0.9,4.686614990234375,0.0,0.03125,0.0,0.00011444091796875
1749674208,1.1,4.6863555908203125,0.0,0.0,0.0,0.000583648681640625
1749674209,0.8,4.679973602294922,0.0,0.0,0.0,0.0003223419189453125
1749674210,1.0,4.6792144775390625,0.0,1.09375,0.0,0.00033092498779296875
1749674211,2.1,4.6752777099609375,0.0,0.03125,0.0063495635986328125,0.0013799667358398438
1749674212,1.5,4.673286437988281,0.0,0.0,0.0,0.0
1749674213,1.2,4.664783477783203,0.0,0.046875,0.0,0.0022258758544921875
1749674214,1.4,4.677875518798828,0.0,0.0,0.0,5.7220458984375e-05
1749674215,1.5,4.671501159667969,0.0,0.0,0.0,0.00027561187744140625
1749674216,1.4,4.677101135253906,0.0,0.7734375,0.0,0.00034046173095703125
1749674217,1.5,4.666999816894531,0.0,0.0390625,0.0,0.0
1749674218,1.7,4.673526763916016,0.0,0.0,0.0,0.001461029052734375
1749674219,1.3,4.672534942626953,0.0,0.0,0.0,0.0007276535034179688
1749674220,2.9,4.677288055419922,0.0,0.0,0.0,0.00014495849609375
1749674221,3.5,4.650707244873047,0.0,0.0,0.0,0.005839347839355469
1749674222,3.1,4.665180206298828,0.0,0.0390625,0.0,0.000171661376953125
1749674224,2.5,4.654712677001953,0.0,0.0,0.0,0.001514434814453125
1749674225,1.0,4.6548004150390625,0.0,0.0,0.0,0.0034856796264648438
1749674226,1.0,4.642459869384766,0.0,0.0,0.0,0.0003814697265625
1749674227,1.5,4.653770446777344,0.0,0.0078125,0.0,0.00037384033203125
1749674228,1.3,4.655540466308594,0.0,0.0,0.0,0.000171661376953125
