Time,CPU_Total,Memory_Used_GB,Disk_Read_MB,Disk_Write_MB,Net_Sent_MB,Net_Recv_MB
1752001805,23.0,1.3128852844238281,7.3984375,0.0,0.0,0.0
1752001806,3.9,1.3474082946777344,0.265625,0.0,8.58306884765625e-05,0.001010894775390625
1752001807,1.7,1.3519744873046875,0.0,0.859375,0.0008268356323242188,0.00380706787109375
1752001808,1.1,1.3609542846679688,0.0,0.0234375,0.00035572052001953125,0.0008306503295898438
1752001809,0.8,1.3597259521484375,0.0,0.0,0.0,0.000286102294921875
1752001810,12.5,1.5772895812988281,198.3125,0.046875,0.0,0.0002288818359375
1752001816,97.9,4.861045837402344,161.203125,24.998046875,0.0,0.0026521682739257812
1752001821,99.8,3.725177764892578,2.8125,58.671875,0.0,0.0011892318725585938
1752001825,47.6,3.88262939453125,16.921875,0.52734375,0.0,0.003047943115234375
1752001828,59.2,2.3907241821289062,0.015625,0.287109375,0.0,0.0010852813720703125
1752001831,49.7,3.3178062438964844,0.1328125,0.6318359375,0.0,0.000286102294921875
1752001837,48.0,3.7986984252929688,0.0,0.0625,0.0,0.006626129150390625
1752001839,27.9,2.98687744140625,0.0078125,0.03125,0.0,0.0002422332763671875
1752001846,55.2,5.498954772949219,0.1953125,24.9326171875,0.0,0.0014791488647460938
1752001849,34.2,3.4101219177246094,1.7265625,45.3681640625,0.0,0.0006160736083984375
1752001852,22.5,3.3506126403808594,0.125,109.96875,0.0,0.001613616943359375
1752001856,69.9,3.970745086669922,1.0390625,0.0078125,0.0,0.0005664825439453125
1752001859,61.8,4.988811492919922,0.8828125,135.3955078125,0.0,0.0052394866943359375
1752001862,25.3,3.7030715942382812,0.0234375,95.0234375,0.0,0.0018243789672851562
1752001866,20.8,2.9183387756347656,0.0859375,0.0625,0.0,0.001800537109375
1752001868,17.1,3.1307144165039062,0.03125,88.1171875,0.0,0.0009260177612304688
1752001872,15.3,3.2676963806152344,0.0,0.0546875,0.0002574920654296875,0.0011339187622070312
1752001874,9.2,3.3598098754882812,0.0,75.7626953125,8.58306884765625e-05,0.0007543563842773438
1752001877,9.6,3.49462890625,0.0,0.046875,5.7220458984375e-05,0.0009098052978515625
1752001879,4.9,2.3037147521972656,1.078125,156.890625,0.0,0.0004520416259765625
1752001880,1.7,2.2874679565429688,0.0,0.0,0.0,5.7220458984375e-05
1752001881,1.5,2.2833480834960938,0.0,0.0,0.0,5.7220458984375e-05
1752001882,1.0,2.2909469604492188,0.0,0.0,0.0,0.0004367828369140625
1752001883,0.9,2.29022216796875,0.0,75.515625,0.0,0.0003108978271484375
1752001884,1.9,2.2822494506835938,0.0,0.0,0.0,0.0014705657958984375
1752001885,2.1,2.2805633544921875,0.0,0.0,0.0,0.0017719268798828125
1752001886,2.1,2.299121856689453,0.0,0.0,0.0,0.000171661376953125
1752001887,1.9,2.2942543029785156,0.5625,0.0,0.0,0.0030345916748046875
1752001888,1.9,2.2878341674804688,18.4921875,111.9765625,0.0012722015380859375,0.0042629241943359375
1752001889,1.1,2.2838706970214844,1.1640625,0.046875,0.0004634857177734375,0.00029850006103515625
1752001890,1.3,2.281047821044922,0.0,0.0,0.0,5.7220458984375e-05
1752001891,1.1,2.2680587768554688,0.0,0.0,0.0004634857177734375,0.0027704238891601562
1752001892,1.1,2.266254425048828,0.0,0.0,0.0,0.00011444091796875
1752001893,1.0,2.249317169189453,0.0,54.6953125,0.0,0.000362396240234375
1752001894,1.2,2.2536697387695312,0.0,0.0,0.0,0.00011444091796875
1752001895,1.2,2.233917236328125,0.0,0.03125,0.0004634857177734375,0.0038938522338867188
1752001896,1.0,2.23590087890625,0.0,0.0,0.0,0.00106048583984375
1752001897,1.1,2.216541290283203,0.0,0.0,0.0,0.00028324127197265625
1752001898,1.0,2.2092323303222656,0.0,85.40625,0.0,0.0002422332763671875
1752001899,1.1,2.191680908203125,0.0,0.0,0.0,0.0
1752001901,1.1,2.1990127563476562,0.0,0.0,0.0,0.000171661376953125
1752001902,1.1,2.1775283813476562,0.0,0.046875,0.0,0.00041484832763671875
1752001903,1.6,2.1642723083496094,0.0,0.0,0.0,0.0002231597900390625
1752001904,1.5,2.1622161865234375,0.140625,19.751953125,0.0004634857177734375,0.0031585693359375
1752001905,1.2,2.156585693359375,0.0,0.8662109375,0.0,5.7220458984375e-05
1752001906,2.3,2.154743194580078,0.6796875,0.072265625,0.0,0.0
1752001907,1.1,2.1434669494628906,0.0,0.0,0.0,0.00037384033203125
