Time,Name,PID,CPU_Total,Memory_Used_GB,Disk_Read_MB,Disk_Write_MB
1751468172,cmake,4624,10.0,0.016845703125,47.1796875,0.72265625
1751468173,cmake,4624,40.0,0.0260009765625,53.41796875,3.87109375
1751468175,cmake,4624,10.0,0.0321044921875,59.1484375,8.1875
1751468176,cmake,4624,10.0,0.0321044921875,62.00390625,13.84765625
1751468177,cmake,4624,109.9,0.0623779296875,62.78515625,17.0234375
1751468178,cmake,4624,20.0,0.1192626953125,63.0,19.30078125
